cohort,var,var1,source,code,description
t2dm,type 1 diabetes,t1dm,cprd_cref,68105,Type 1 diabetes mellitus with mononeuropathy
t2dm,type 1 diabetes,t1dm,cprd_cref,68390,Type 1 diabetes mellitus with ulcer
t2dm,type 1 diabetes,t1dm,cprd_cref,68792,"Diabetes mellitus, juvenile type, + unspecified complication"
t2dm,type 1 diabetes,t1dm,cprd_cref,69043,Dietary advice for type I diabetes
t2dm,type 1 diabetes,t1dm,cprd_cref,69124,IDDM with peripheral circulatory disorder
t2dm,type 1 diabetes,t1dm,cprd_cref,69676,Type 1 diabetes mellitus without complication
t2dm,type 1 diabetes,t1dm,cprd_cref,69748,"Diabetes mellitus, juvenile type, + ophthalmic manifestation"
t2dm,type 1 diabetes,t1dm,cprd_cref,69993,Type 1 diabetes mellitus with gangrene
t2dm,type 1 diabetes,t1dm,cprd_cref,70448,"Diabetes mellitus, juvenile +peripheral circulatory disorder"
t2dm,type 1 diabetes,t1dm,cprd_cref,70766,Type 1 diabetes mellitus with hypoglycaemic coma
t2dm,type 1 diabetes,t1dm,cprd_cref,72702,Insulin dependent diabetes mellitus - poor control
t2dm,type 1 diabetes,t1dm,cprd_cref,85660,Diabetes type 1 review
t2dm,type 1 diabetes,t1dm,cprd_cref,91942,Type I diabetes mellitus with multiple complications
t2dm,type 1 diabetes,t1dm,cprd_cref,91943,Type I diabetes mellitus with polyneuropathy
t2dm,type 1 diabetes,t1dm,cprd_cref,93390,Attended DAFNE diabetes structured education programme
t2dm,type 1 diabetes,t1dm,cprd_cref,93468,Type 1 diabetes mellitus with peripheral angiopathy
t2dm,type 1 diabetes,t1dm,cprd_cref,93491,DAFNE diabetes structured education programme completed
t2dm,type 1 diabetes,t1dm,cprd_cref,93704,Referral to DAFNE diabetes structured education programme
t2dm,type 1 diabetes,t1dm,cprd_cref,93875,Insulin dependent diabetes mellitus with retinopathy
t2dm,type 1 diabetes,t1dm,cprd_cref,93878,Type I diabetes mellitus with ulcer
t2dm,type 1 diabetes,t1dm,cprd_cref,93922,"Diabetes mellitus, juvenile type, with renal manifestation"
t2dm,type 1 diabetes,t1dm,cprd_cref,95343,Type I diabetes mellitus with retinopathy
t2dm,type 1 diabetes,t1dm,cprd_cref,95992,Type I diabetes mellitus without complication
t2dm,type 1 diabetes,t1dm,cprd_cref,96235,Type I diabetes mellitus maturity onset
t2dm,type 1 diabetes,t1dm,cprd_cref,97446,Type 1 diabetes mellitus maturity onset
t2dm,type 1 diabetes,t1dm,cprd_cref,97474,Unstable type 1 diabetes mellitus
t2dm,type 1 diabetes,t1dm,cprd_cref,97809,Did not complete DAFNE diabetes structured education program
t2dm,type 1 diabetes,t1dm,cprd_cref,97849,Insulin dependent diabetes maturity onset
t2dm,type 1 diabetes,t1dm,cprd_cref,97894,Type I diabetes mellitus with exudative maculopathy
t2dm,type 1 diabetes,t1dm,cprd_cref,98071,Insulin-dependent diabetes mellitus with ophthalmic comps
t2dm,type 1 diabetes,t1dm,cprd_cref,98392,Maturity onset diabetes in youth type 1
t2dm,type 1 diabetes,t1dm,cprd_cref,98704,Insulin dependent diabetes mellitus with ulcer
t2dm,type 1 diabetes,t1dm,cprd_cref,99231,Type I diabetes mellitus with mononeuropathy
t2dm,type 1 diabetes,t1dm,cprd_cref,99311,Type I diabetes mellitus with ophthalmic complications
t2dm,type 1 diabetes,t1dm,cprd_cref,99716,Insulin dependent diabetes mellitus with hypoglycaemic coma
t2dm,type 1 diabetes,t1dm,cprd_cref,99719,Insulin-dependent diabetes without complication
t2dm,type 1 diabetes,t1dm,hes_apc,E10,Type 1 diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,100964,Type II diabetes mellitus with ophthalmic complications
t2dm,type 2 diabetes,t2dm,cprd_cref,10098,Other specified diabetes mellitus with other spec comps
t2dm,type 2 diabetes,t2dm,cprd_cref,10099,Advanced diabetic maculopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,102201,Type II diabetes mellitus with nephropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,103902,Type II diabetes mellitus with arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,104323,Type II diabetes mellitus with gangrene
t2dm,type 2 diabetes,t2dm,cprd_cref,10642,Dietary advice for diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,10659,Diabetic cataract
t2dm,type 2 diabetes,t2dm,cprd_cref,10755,Non proliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,10824,Seen in diabetic foot clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,10977,Diabetic peripheral neuropathy screening
t2dm,type 2 diabetes,t2dm,cprd_cref,11018,Diabetic retinopathy 12 month review
t2dm,type 2 diabetes,t2dm,cprd_cref,11041,Excepted from diabetes qual indicators: Patient unsuitable
t2dm,type 2 diabetes,t2dm,cprd_cref,11094,Under care of diabetic foot screener
t2dm,type 2 diabetes,t2dm,cprd_cref,11129,O/E - left eye background diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,11348,Excepted from diabetes quality indicators: Informed dissent
t2dm,type 2 diabetes,t2dm,cprd_cref,11433,O/E - right eye background diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,11471,Diabetes medication review
t2dm,type 2 diabetes,t2dm,cprd_cref,11551,Diabetes mellitus induced by steroids
t2dm,type 2 diabetes,t2dm,cprd_cref,11599,Pan retinal photocoagulation for diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,11626,Diabetic retinopathy NOS
t2dm,type 2 diabetes,t2dm,cprd_cref,11663,Neuropathic diabetic ulcer - foot
t2dm,type 2 diabetes,t2dm,cprd_cref,11677,Refer to diabetic foot screener
t2dm,type 2 diabetes,t2dm,cprd_cref,11848,Renal diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,11930,Under care of diabetes specialist nurse
t2dm,type 2 diabetes,t2dm,cprd_cref,12030,Diabetes monitoring 3rd letter
t2dm,type 2 diabetes,t2dm,cprd_cref,12213,Patient on maximal tolerated therapy for diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,12247,Diabetic foot examination not indicated
t2dm,type 2 diabetes,t2dm,cprd_cref,12262,Diabetic retinopathy screening refused
t2dm,type 2 diabetes,t2dm,cprd_cref,12307,Diabetes care by hospital only
t2dm,type 2 diabetes,t2dm,cprd_cref,12483,Advice about blood glucose control
t2dm,type 2 diabetes,t2dm,cprd_cref,12506,Diabetes: practice programme
t2dm,type 2 diabetes,t2dm,cprd_cref,12507,Seen by diabetic liaison nurse
t2dm,type 2 diabetes,t2dm,cprd_cref,12640,Type 2 diabetes mellitus with nephropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,12675,Diabetes: shared care programme
t2dm,type 2 diabetes,t2dm,cprd_cref,12682,Patient offered diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,12703,Education score - diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,12736,Type 2 diabetes mellitus with gangrene
t2dm,type 2 diabetes,t2dm,cprd_cref,13057,Health education - diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,13067,Diabetic monitoring NOS
t2dm,type 2 diabetes,t2dm,cprd_cref,13069,Has seen dietician - diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,13070,Initial diabetic assessment
t2dm,type 2 diabetes,t2dm,cprd_cref,13071,Diabetic - good control
t2dm,type 2 diabetes,t2dm,cprd_cref,13074,Diabetic diet
t2dm,type 2 diabetes,t2dm,cprd_cref,13078,Diabetic weight reducing diet
t2dm,type 2 diabetes,t2dm,cprd_cref,13097,O/E - right eye proliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,13099,O/E - right eye preproliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,13101,O/E - left eye proliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,13102,O/E - right eye diabetic maculopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,13103,O/E - left eye preproliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,13108,O/E - left eye diabetic maculopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,13192,Diabetes monitor. check done
t2dm,type 2 diabetes,t2dm,cprd_cref,13194,Diabetes monitoring 1st letter
t2dm,type 2 diabetes,t2dm,cprd_cref,13195,Diabetes monitoring 2nd letter
t2dm,type 2 diabetes,t2dm,cprd_cref,13196,Fundoscopy - diabetic check
t2dm,type 2 diabetes,t2dm,cprd_cref,13197,Attends diabetes monitoring
t2dm,type 2 diabetes,t2dm,cprd_cref,1323,Diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,13279,Other specified diabetes mellitus with renal complications
t2dm,type 2 diabetes,t2dm,cprd_cref,1407,Insulin treated Type 2 diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,14803,"Diabetes mellitus, adult onset, no mention of complication"
t2dm,type 2 diabetes,t2dm,cprd_cref,14889,Maturity onset diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,15690,Diabetes mellitus with ketoacidotic coma
t2dm,type 2 diabetes,t2dm,cprd_cref,16230,Diabetes mellitus with neurological manifestation
t2dm,type 2 diabetes,t2dm,cprd_cref,16490,Diabetic treatment changed
t2dm,type 2 diabetes,t2dm,cprd_cref,16491,Diabetes mellitus with polyneuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,16502,Diabetes mellitus with renal manifestation
t2dm,type 2 diabetes,t2dm,cprd_cref,1682,Diabetes mellitus with ketoacidosis
t2dm,type 2 diabetes,t2dm,cprd_cref,1684,Diabetic on oral treatment
t2dm,type 2 diabetes,t2dm,cprd_cref,16881,[V]Dietary counselling in diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,17067,Autonomic neuropathy due to diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,17095,O/E - Right diabetic foot at risk
t2dm,type 2 diabetes,t2dm,cprd_cref,17236,H/O: insulin therapy
t2dm,type 2 diabetes,t2dm,cprd_cref,17247,Diabetic mononeuritis NOS
t2dm,type 2 diabetes,t2dm,cprd_cref,17262,Non-insulin-dependent diabetes mellitus with retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,17313,Diabetic iritis
t2dm,type 2 diabetes,t2dm,cprd_cref,17478,Self monitoring of blood glucose
t2dm,type 2 diabetes,t2dm,cprd_cref,17817,Subcutaneous injection of insulin
t2dm,type 2 diabetes,t2dm,cprd_cref,17846,Self monitoring of urine glucose
t2dm,type 2 diabetes,t2dm,cprd_cref,17859,Type 2 diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,17869,Diabetic-uncooperative patient
t2dm,type 2 diabetes,t2dm,cprd_cref,17886,Diabetic - follow-up default
t2dm,type 2 diabetes,t2dm,cprd_cref,18056,Foot abnormality - diabetes related
t2dm,type 2 diabetes,t2dm,cprd_cref,18142,Diabetic cheiroarthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,18143,Type II diabetes mellitus with arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,18167,Annual diabetic blood test
t2dm,type 2 diabetes,t2dm,cprd_cref,18209,Type 2 diabetes mellitus with renal complications
t2dm,type 2 diabetes,t2dm,cprd_cref,18219,Type II diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,18264,Insulin treated Type II diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,18278,Insulin treated Type 2 diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,18311,Diabetic retinopathy screening
t2dm,type 2 diabetes,t2dm,cprd_cref,18390,Type 2 diabetes mellitus with persistent microalbuminuria
t2dm,type 2 diabetes,t2dm,cprd_cref,18425,Type 2 diabetes mellitus with polyneuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,18496,Type 2 diabetes mellitus with retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,18662,Diabetic retinopathy 6 month review
t2dm,type 2 diabetes,t2dm,cprd_cref,18747,Diabetic retinopathy screening not indicated
t2dm,type 2 diabetes,t2dm,cprd_cref,18766,Diabetes resolved
t2dm,type 2 diabetes,t2dm,cprd_cref,18777,Type 2 diabetes mellitus with renal complications
t2dm,type 2 diabetes,t2dm,cprd_cref,18824,Diabetic foot examination declined
t2dm,type 2 diabetes,t2dm,cprd_cref,19203,Diabetes mellitus excluded
t2dm,type 2 diabetes,t2dm,cprd_cref,19381,Referral to diabetic eye clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,19739,Diabetic retinopathy screening offered
t2dm,type 2 diabetes,t2dm,cprd_cref,20696,Injection sites - diabetic
t2dm,type 2 diabetes,t2dm,cprd_cref,20900,Diabetes monitored
t2dm,type 2 diabetes,t2dm,cprd_cref,21482,Diabetes mellitus with hyperosmolar coma
t2dm,type 2 diabetes,t2dm,cprd_cref,21689,Diabetic lipid lowering diet
t2dm,type 2 diabetes,t2dm,cprd_cref,22023,Diabetic - poor control NOS
t2dm,type 2 diabetes,t2dm,cprd_cref,22130,Diabetes monitoring default
t2dm,type 2 diabetes,t2dm,cprd_cref,22487,Secondary diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,22573,Diabetes mellitus NOS with neurological manifestation
t2dm,type 2 diabetes,t2dm,cprd_cref,22823,Diabetic foot examination
t2dm,type 2 diabetes,t2dm,cprd_cref,22884,Type II diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,22967,Retinal abnormality - diabetes related
t2dm,type 2 diabetes,t2dm,cprd_cref,2340,Diabetic amyotrophy
t2dm,type 2 diabetes,t2dm,cprd_cref,2342,Diabetic neuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,2378,Diabetic - poor control
t2dm,type 2 diabetes,t2dm,cprd_cref,2379,Seen in diabetic clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,24327,Ischaemic ulcer diabetic foot
t2dm,type 2 diabetes,t2dm,cprd_cref,24363,Diabetic stabilisation
t2dm,type 2 diabetes,t2dm,cprd_cref,24458,Type II diabetes mellitus - poor control
t2dm,type 2 diabetes,t2dm,cprd_cref,24571,Asymptomatic diabetic neuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,24693,Non-insulin dependent diabetes mellitus with arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,2471,Nephrotic syndrome in diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,2475,Diabetic nephropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,2478,Brittle diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,24836,Type 2 diabetes mellitus with nephropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,25041,Dietary advice for type II diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,25591,Type 2 diabetes mellitus with exudative maculopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,25627,Type 2 diabetes mellitus - poor control
t2dm,type 2 diabetes,t2dm,cprd_cref,25636,Diabetic diet - poor compliance
t2dm,type 2 diabetes,t2dm,cprd_cref,26054,Type 2 diabetes mellitus with persistent proteinuria
t2dm,type 2 diabetes,t2dm,cprd_cref,26603,Refuses diabetes monitoring
t2dm,type 2 diabetes,t2dm,cprd_cref,26604,Diabetic diet - good compliance
t2dm,type 2 diabetes,t2dm,cprd_cref,26605,Attended diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,26664,O/E - Left diabetic foot at risk
t2dm,type 2 diabetes,t2dm,cprd_cref,26666,O/E - Right diabetic foot at low risk
t2dm,type 2 diabetes,t2dm,cprd_cref,26667,O/E - Left diabetic foot at low risk
t2dm,type 2 diabetes,t2dm,cprd_cref,27891,Diabetic Charcot arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,27921,Foot abnormality - diabetes related
t2dm,type 2 diabetes,t2dm,cprd_cref,28574,Exception reporting: diabetes quality indicators
t2dm,type 2 diabetes,t2dm,cprd_cref,28769,Diabetic on insulin and oral treatment
t2dm,type 2 diabetes,t2dm,cprd_cref,28856,Transition of diabetes care options discussed
t2dm,type 2 diabetes,t2dm,cprd_cref,28873,Diabetic 6 month review
t2dm,type 2 diabetes,t2dm,cprd_cref,29041,Date diabetic treatment start
t2dm,type 2 diabetes,t2dm,cprd_cref,2986,Preproliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,29979,Non-insulin-dependent diabetes mellitus without complication
t2dm,type 2 diabetes,t2dm,cprd_cref,30477,High risk proliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,30648,Did not attend diabetic retinopathy clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,31053,[D]Widespread diabetic foot gangrene
t2dm,type 2 diabetes,t2dm,cprd_cref,31141,Diabetes monitor.phone invite
t2dm,type 2 diabetes,t2dm,cprd_cref,31156,O/E - Left diabetic foot at moderate risk
t2dm,type 2 diabetes,t2dm,cprd_cref,31157,O/E - Right diabetic foot at moderate risk
t2dm,type 2 diabetes,t2dm,cprd_cref,31171,O/E - Right diabetic foot at high risk
t2dm,type 2 diabetes,t2dm,cprd_cref,31172,O/E - Left diabetic foot at high risk
t2dm,type 2 diabetes,t2dm,cprd_cref,31240,Diabetes monitor.verbal invite
t2dm,type 2 diabetes,t2dm,cprd_cref,31241,Diabetes monitoring admin.NOS
t2dm,type 2 diabetes,t2dm,cprd_cref,31790,Polyneuropathy in diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,32403,Diabetes mellitus with gangrene
t2dm,type 2 diabetes,t2dm,cprd_cref,32556,Diabetes with gangrene
t2dm,type 2 diabetes,t2dm,cprd_cref,32619,Patient diabetes education review
t2dm,type 2 diabetes,t2dm,cprd_cref,32627,Type 2 diabetes mellitus with ketoacidosis
t2dm,type 2 diabetes,t2dm,cprd_cref,32739,Seen in community diabetes specialist clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,3286,Proliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,33254,Diabetes mellitus with ophthalmic manifestation
t2dm,type 2 diabetes,t2dm,cprd_cref,33343,Diabetes mellitus with other specified manifestation
t2dm,type 2 diabetes,t2dm,cprd_cref,33807,"Diabetes mellitus, adult with gangrene"
t2dm,type 2 diabetes,t2dm,cprd_cref,34152,Diabetic peripheral angiopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,34268,Type 2 diabetes mellitus with neurological complications
t2dm,type 2 diabetes,t2dm,cprd_cref,34283,Diabetes mellitus NOS with ophthalmic manifestation
t2dm,type 2 diabetes,t2dm,cprd_cref,34450,Hyperosmolar non-ketotic state in type 2 diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,34528,Diabetes well being questionnaire
t2dm,type 2 diabetes,t2dm,cprd_cref,34912,Non-insulin dependent diabetes mellitus with ulcer
t2dm,type 2 diabetes,t2dm,cprd_cref,35105,"Diabetes mellitus, adult onset, with renal manifestation"
t2dm,type 2 diabetes,t2dm,cprd_cref,35107,Diabetes mellitus with nephropathy NOS
t2dm,type 2 diabetes,t2dm,cprd_cref,35116,O/E - Left diabetic foot - ulcerated
t2dm,type 2 diabetes,t2dm,cprd_cref,35316,O/E - Right diabetic foot - ulcerated
t2dm,type 2 diabetes,t2dm,cprd_cref,35321,Non-urgent diabetic admission
t2dm,type 2 diabetes,t2dm,cprd_cref,35383,Diabetic patient unsuitable for digital retinal photography
t2dm,type 2 diabetes,t2dm,cprd_cref,35385,Type 2 diabetes mellitus with neuropathic arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,35399,Diabetes mellitus with peripheral circulatory disorder
t2dm,type 2 diabetes,t2dm,cprd_cref,3550,Diabetic monitoring
t2dm,type 2 diabetes,t2dm,cprd_cref,35785,Chronic painful diabetic neuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,36633,Hyperosmolar non-ketotic state in type 2 diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,36798,Continuous subcutaneous infusion of insulin
t2dm,type 2 diabetes,t2dm,cprd_cref,37315,Diabetic mononeuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,37648,Insulin treated non-insulin dependent diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,37806,Type 2 diabetes mellitus with peripheral angiopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,38076,Insulin lipohypertrophy
t2dm,type 2 diabetes,t2dm,cprd_cref,38078,Understands diet - diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,38103,Seen in diabetic nurse consultant clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,38129,Seen in community diabetic specialist nurse clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,38130,Diabetes wellbeing questionnaire
t2dm,type 2 diabetes,t2dm,cprd_cref,3837,Diabetic maculopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,38617,Other specified diabetes mellitus with ketoacidosis
t2dm,type 2 diabetes,t2dm,cprd_cref,38986,Diabetes mellitus with no mention of complication
t2dm,type 2 diabetes,t2dm,cprd_cref,39317,"Diabetes mellitus, adult onset, + neurological manifestation"
t2dm,type 2 diabetes,t2dm,cprd_cref,39420,Myasthenic syndrome due to diabetic amyotrophy
t2dm,type 2 diabetes,t2dm,cprd_cref,40401,Non-insulin dependent diabetes mellitus with gangrene
t2dm,type 2 diabetes,t2dm,cprd_cref,40962,Non-insulin dependent d m with neuropathic arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,41389,"Diabetes mellitus, adult onset, + ophthalmic manifestation"
t2dm,type 2 diabetes,t2dm,cprd_cref,41686,[X]Other specified diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,42217,Self monitoring of blood and urine glucose
t2dm,type 2 diabetes,t2dm,cprd_cref,42505,Diabetes mellitus NOS with ketoacidosis
t2dm,type 2 diabetes,t2dm,cprd_cref,42567,"Diabetes mellitus, juvenile type, with ketoacidotic coma"
t2dm,type 2 diabetes,t2dm,cprd_cref,42762,Type 2 diabetes mellitus with retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,43139,"Diabetes mellitus, adult onset, with hyperosmolar coma"
t2dm,type 2 diabetes,t2dm,cprd_cref,43227,Type II diabetes mellitus with multiple complications
t2dm,type 2 diabetes,t2dm,cprd_cref,43493,Insulin site lipohypertrophy
t2dm,type 2 diabetes,t2dm,cprd_cref,43785,Non-insulin dependent diabetes mellitus with hypoglyca coma
t2dm,type 2 diabetes,t2dm,cprd_cref,43857,Lipoatrophic diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,43951,Diabetic - cooperative patient
t2dm,type 2 diabetes,t2dm,cprd_cref,44033,Diabetic mononeuritis multiplex
t2dm,type 2 diabetes,t2dm,cprd_cref,44779,Type 2 diabetes mellitus with diabetic cataract
t2dm,type 2 diabetes,t2dm,cprd_cref,44982,Type 2 diabetes mellitus with diabetic cataract
t2dm,type 2 diabetes,t2dm,cprd_cref,4513,Non-insulin dependent diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,45250,Under care of diabetic liaison nurse
t2dm,type 2 diabetes,t2dm,cprd_cref,45467,Non-insulin dependent diabetes mellitus with polyneuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,45491,Diabetes mellitus with unspecified complication
t2dm,type 2 diabetes,t2dm,cprd_cref,45499,Kimmelstiel - Wilson disease
t2dm,type 2 diabetes,t2dm,cprd_cref,45913,Type 2 diabetes mellitus - poor control
t2dm,type 2 diabetes,t2dm,cprd_cref,45919,Type 2 diabetes mellitus with neurological complications
t2dm,type 2 diabetes,t2dm,cprd_cref,46150,Type 2 diabetes mellitus with gangrene
t2dm,type 2 diabetes,t2dm,cprd_cref,46290,Other specified diabetes mellitus with multiple comps
t2dm,type 2 diabetes,t2dm,cprd_cref,46521,Seen by diabetologist
t2dm,type 2 diabetes,t2dm,cprd_cref,46533,Diabetic association member
t2dm,type 2 diabetes,t2dm,cprd_cref,46624,Maturity onset diabetes in youth
t2dm,type 2 diabetes,t2dm,cprd_cref,46917,Type 2 diabetes mellitus with hypoglycaemic coma
t2dm,type 2 diabetes,t2dm,cprd_cref,47011,Referral to diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,47032,Diabetes care plan agreed
t2dm,type 2 diabetes,t2dm,cprd_cref,47058,Discharged from care of diabetes specialist nurse
t2dm,type 2 diabetes,t2dm,cprd_cref,47144,O/E - diabetic maculopathy absent both eyes
t2dm,type 2 diabetes,t2dm,cprd_cref,47315,Type II diabetes mellitus - poor control
t2dm,type 2 diabetes,t2dm,cprd_cref,47321,Type 2 diabetes mellitus with ophthalmic complications
t2dm,type 2 diabetes,t2dm,cprd_cref,47328,O/E - right eye stable treated prolif diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,47341,Diabetic crisis monitoring
t2dm,type 2 diabetes,t2dm,cprd_cref,47370,Diabetology D.V. done
t2dm,type 2 diabetes,t2dm,cprd_cref,47377,Other specified diabetes mellitus with ophthalmic complicatn
t2dm,type 2 diabetes,t2dm,cprd_cref,47409,Type II diabetes mellitus with polyneuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,47584,Advanced diabetic retinal disease
t2dm,type 2 diabetes,t2dm,cprd_cref,47816,Type II diabetes mellitus with neuropathic arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,47954,Type 2 diabetes mellitus without complication
t2dm,type 2 diabetes,t2dm,cprd_cref,48078,Acute painful diabetic neuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,48192,Type II diabetes mellitus with diabetic cataract
t2dm,type 2 diabetes,t2dm,cprd_cref,49074,Type 2 diabetes mellitus with ulcer
t2dm,type 2 diabetes,t2dm,cprd_cref,49640,O/E - left chronic diabetic foot ulcer
t2dm,type 2 diabetes,t2dm,cprd_cref,49655,Type II diabetes mellitus with retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,49869,Type 2 diabetes mellitus with arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,5002,Diabetic polyneuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,50175,Diabetic foot risk assessment
t2dm,type 2 diabetes,t2dm,cprd_cref,50225,Type II diabetes mellitus with renal complications
t2dm,type 2 diabetes,t2dm,cprd_cref,50429,Non-insulin-dependent diabetes mellitus with ophthalm comps
t2dm,type 2 diabetes,t2dm,cprd_cref,50527,Type II diabetes mellitus with polyneuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,506,Non-insulin dependent diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,50609,"Pre-existing diabetes mellitus, non-insulin-dependent"
t2dm,type 2 diabetes,t2dm,cprd_cref,50813,Type II diabetes mellitus with mononeuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,50937,Referral to diabetes preconception counselling clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,50972,Diabetes mellitus NOS with no mention of complication
t2dm,type 2 diabetes,t2dm,cprd_cref,51756,Type 2 diabetes mellitus with ketoacidotic coma
t2dm,type 2 diabetes,t2dm,cprd_cref,52041,O/E - left eye stable treated prolif diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,52212,[X]Diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,52303,Non-insulin-dependent diabetes mellitus with renal comps
t2dm,type 2 diabetes,t2dm,cprd_cref,52630,O/E - sight threatening diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,53238,Diabetic drug side effects
t2dm,type 2 diabetes,t2dm,cprd_cref,53392,Type II diabetes mellitus without complication
t2dm,type 2 diabetes,t2dm,cprd_cref,53634,[D]Gangrene of toe in diabetic
t2dm,type 2 diabetes,t2dm,cprd_cref,54212,Non-insulin-dependent d m with peripheral angiopath
t2dm,type 2 diabetes,t2dm,cprd_cref,54601,Under care of diabetologist
