cohort,var,var1,source,code,description
t2dm,type 2 diabetes,t2dm,cprd_cref,54846,Diabetes monitoring deleted
t2dm,type 2 diabetes,t2dm,cprd_cref,54856,"Diabetes mellitus, adult onset, with ketoacidosis"
t2dm,type 2 diabetes,t2dm,cprd_cref,54899,Type II diabetes mellitus with peripheral angiopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,55075,Type II diabetes mellitus with ulcer
t2dm,type 2 diabetes,t2dm,cprd_cref,55123,Date diabetic treatment stopp.
t2dm,type 2 diabetes,t2dm,cprd_cref,55140,Self monitoring urine ketones
t2dm,type 2 diabetes,t2dm,cprd_cref,55431,"Pre-existing diabetes mellitus, unspecified"
t2dm,type 2 diabetes,t2dm,cprd_cref,55842,Non-insulin-dependent diabetes mellitus with neuro comps
t2dm,type 2 diabetes,t2dm,cprd_cref,56268,Type II diabetes mellitus with hypoglycaemic coma
t2dm,type 2 diabetes,t2dm,cprd_cref,56803,NIDDM with peripheral circulatory disorder
t2dm,type 2 diabetes,t2dm,cprd_cref,57278,Type II diabetes mellitus with renal complications
t2dm,type 2 diabetes,t2dm,cprd_cref,57333,Diabetic cheiropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,57389,Patient consent given for addition to diabetic register
t2dm,type 2 diabetes,t2dm,cprd_cref,57723,Referral to diabetic register
t2dm,type 2 diabetes,t2dm,cprd_cref,58133,Discharge by diabetic liaison nurse
t2dm,type 2 diabetes,t2dm,cprd_cref,58159,Insulin therapy declined
t2dm,type 2 diabetes,t2dm,cprd_cref,58604,Type II diabetes mellitus with retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,58639,Patient held diabetic record declined
t2dm,type 2 diabetes,t2dm,cprd_cref,5884,NIDDM - Non-insulin dependent diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,59253,Type 2 diabetes mellitus with arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,59365,Non-insulin dependent diabetes mellitus with nephropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,59725,Type II diabetes mellitus with ophthalmic complications
t2dm,type 2 diabetes,t2dm,cprd_cref,59903,Diabetic amyotrophy
t2dm,type 2 diabetes,t2dm,cprd_cref,59991,Maturity onset diabetes in youth type 2
t2dm,type 2 diabetes,t2dm,cprd_cref,60699,Type 2 diabetes mellitus with peripheral angiopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,60796,Type II diabetes mellitus with persistent proteinuria
t2dm,type 2 diabetes,t2dm,cprd_cref,608,Follow-up diabetic assessment
t2dm,type 2 diabetes,t2dm,cprd_cref,61021,Diabetic digital retinopathy screening offered
t2dm,type 2 diabetes,t2dm,cprd_cref,61071,Type 2 diabetes mellitus with hypoglycaemic coma
t2dm,type 2 diabetes,t2dm,cprd_cref,61210,Adverse reaction to insulins and antidiabetic agents NOS
t2dm,type 2 diabetes,t2dm,cprd_cref,6125,Diabetic annual review
t2dm,type 2 diabetes,t2dm,cprd_cref,61470,Diabetic monitoring - higher risk albumin excretion
t2dm,type 2 diabetes,t2dm,cprd_cref,61670,Diab mellit insulin-glucose infus acute myocardial infarct
t2dm,type 2 diabetes,t2dm,cprd_cref,62107,Type II diabetes mellitus with gangrene
t2dm,type 2 diabetes,t2dm,cprd_cref,62146,Non-insulin-dependent diabetes mellitus with multiple comps
t2dm,type 2 diabetes,t2dm,cprd_cref,62384,O/E - right chronic diabetic foot ulcer
t2dm,type 2 diabetes,t2dm,cprd_cref,62674,Type 2 diabetes mellitus with mononeuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,63357,"Diabetes mellitus, adult, + peripheral circulatory disorder"
t2dm,type 2 diabetes,t2dm,cprd_cref,63371,"Diabetes mellitus, adult, + other specified manifestation"
t2dm,type 2 diabetes,t2dm,cprd_cref,63412,Diabetes clinical management plan
t2dm,type 2 diabetes,t2dm,cprd_cref,63690,Type 2 diabetes mellitus with gastroparesis
t2dm,type 2 diabetes,t2dm,cprd_cref,63762,"Diabetes mellitus, adult onset, + unspecified complication"
t2dm,type 2 diabetes,t2dm,cprd_cref,64142,Referral for diabetic retinopathy screening
t2dm,type 2 diabetes,t2dm,cprd_cref,6430,Attending diabetes clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,64357,Diabetes mellitus NOS with unspecified complication
t2dm,type 2 diabetes,t2dm,cprd_cref,64449,Unspecified diabetes mellitus with multiple complications
t2dm,type 2 diabetes,t2dm,cprd_cref,64571,Type II diabetes mellitus with nephropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,64668,Insulin treated Type II diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,65025,Diabetes mellitus NOS with peripheral circulatory disorder
t2dm,type 2 diabetes,t2dm,cprd_cref,65062,Diabetes mellitus NOS with ketoacidotic coma
t2dm,type 2 diabetes,t2dm,cprd_cref,65267,Type 2 diabetes mellitus with multiple complications
t2dm,type 2 diabetes,t2dm,cprd_cref,65463,High risk non proliferative diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,65684,[X] Adverse reaction to insulins and antidiabetic agents
t2dm,type 2 diabetes,t2dm,cprd_cref,65704,Type 2 diabetes mellitus with ulcer
t2dm,type 2 diabetes,t2dm,cprd_cref,66274,Insulin needles changed for each injection
t2dm,type 2 diabetes,t2dm,cprd_cref,66475,Diabetic monitoring - lower risk albumin excretion
t2dm,type 2 diabetes,t2dm,cprd_cref,66965,Type 2 diabetes mellitus with neuropathic arthropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,67664,Education score - diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,67905,Type II diabetes mellitus with neurological complications
t2dm,type 2 diabetes,t2dm,cprd_cref,6813,H/O: diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,68546,Diabetes clinic satisfaction questionnaire
t2dm,type 2 diabetes,t2dm,cprd_cref,68818,DTSQ - Diabetes treatment satisfaction questionnaire
t2dm,type 2 diabetes,t2dm,cprd_cref,68843,"Diabetes mellitus, adult onset, with ketoacidotic coma"
t2dm,type 2 diabetes,t2dm,cprd_cref,68928,Adverse reaction to insulins and antidiabetic agents
t2dm,type 2 diabetes,t2dm,cprd_cref,69152,Insulin needles changed less than once a day
t2dm,type 2 diabetes,t2dm,cprd_cref,69278,Non-insulin depend diabetes mellitus with diabetic cataract
t2dm,type 2 diabetes,t2dm,cprd_cref,70316,Type 2 diabetes mellitus with ophthalmic complications
t2dm,type 2 diabetes,t2dm,cprd_cref,7045,H/O: Admission in last year for diabetes foot problem
t2dm,type 2 diabetes,t2dm,cprd_cref,7059,Admit diabetic emergency
t2dm,type 2 diabetes,t2dm,cprd_cref,7069,Background diabetic retinopathy
t2dm,type 2 diabetes,t2dm,cprd_cref,70821,Diabetes mellitus NOS with other specified manifestation
t2dm,type 2 diabetes,t2dm,cprd_cref,711,Diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,72320,Non-insulin dependent diabetes mellitus with mononeuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,72345,Diabetes mellitus NOS with hyperosmolar coma
t2dm,type 2 diabetes,t2dm,cprd_cref,7328,Cellulitis in diabetic foot
t2dm,type 2 diabetes,t2dm,cprd_cref,7563,Diabetic on diet only
t2dm,type 2 diabetes,t2dm,cprd_cref,758,Type 2 diabetes mellitus
t2dm,type 2 diabetes,t2dm,cprd_cref,7795,Diabetes mellitus with neuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,83485,Insulin dose changed
t2dm,type 2 diabetes,t2dm,cprd_cref,83532,Diabetes type 2 review
t2dm,type 2 diabetes,t2dm,cprd_cref,8403,Non-insulin dependent diabetes mellitus - poor control
t2dm,type 2 diabetes,t2dm,cprd_cref,8414,Pt advised re diabetic diet
t2dm,type 2 diabetes,t2dm,cprd_cref,85991,Type II diabetes mellitus with persistent microalbuminuria
t2dm,type 2 diabetes,t2dm,cprd_cref,8618,Seen by diabetic liaison nurse
t2dm,type 2 diabetes,t2dm,cprd_cref,8836,Diabetes management plan given
t2dm,type 2 diabetes,t2dm,cprd_cref,8842,Diabetic on insulin
t2dm,type 2 diabetes,t2dm,cprd_cref,9013,Unstable diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,90301,Insulin needles changed daily
t2dm,type 2 diabetes,t2dm,cprd_cref,91164,CSQ - Diabetes clinic satisfaction questionnaire
t2dm,type 2 diabetes,t2dm,cprd_cref,9145,DNA - Did not attend diabetic clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,91646,Type II diabetes mellitus with ulcer
t2dm,type 2 diabetes,t2dm,cprd_cref,93529,DESMOND diabetes structured education programme completed
t2dm,type 2 diabetes,t2dm,cprd_cref,93631,XPERT diabetes structured education programme completed
t2dm,type 2 diabetes,t2dm,cprd_cref,93657,Referral to DESMOND diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,93727,Type II diabetes mellitus with diabetic cataract
t2dm,type 2 diabetes,t2dm,cprd_cref,93854,Diabetes structured education programme declined
t2dm,type 2 diabetes,t2dm,cprd_cref,93870,Referral to XPERT diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,94011,Attended XPERT diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,94186,Diabetes structured education programme completed
t2dm,type 2 diabetes,t2dm,cprd_cref,94699,Diabetes treatment satisfaction questionnaire
t2dm,type 2 diabetes,t2dm,cprd_cref,94955,Did not attend XPERT diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,94956,Did not complete XPERT diabetes structured education program
t2dm,type 2 diabetes,t2dm,cprd_cref,95093,Did not complete DESMOND diabetes structured educat program
t2dm,type 2 diabetes,t2dm,cprd_cref,95094,Did not complete diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,95159,Did not attend DESMOND diabetes structured education program
t2dm,type 2 diabetes,t2dm,cprd_cref,95351,Type II diabetes mellitus with mononeuropathy
t2dm,type 2 diabetes,t2dm,cprd_cref,95553,Did not attend diabetes structured education programme
t2dm,type 2 diabetes,t2dm,cprd_cref,95813,Seen in multidisciplinary diabetic clinic
t2dm,type 2 diabetes,t2dm,cprd_cref,95994,Diabetic foot screen
t2dm,type 2 diabetes,t2dm,cprd_cref,96010,Insulin treatment initiated
t2dm,type 2 diabetes,t2dm,cprd_cref,97281,Seen by general practitioner special interest in diabetes
t2dm,type 2 diabetes,t2dm,cprd_cref,97824,DWBQ - Diabetes wellbeing questionnaire
t2dm,type 2 diabetes,t2dm,cprd_cref,9835,O/E - diabetic maculopathy present both eyes
t2dm,type 2 diabetes,t2dm,cprd_cref,98616,Type II diabetes mellitus with neurological complications
t2dm,type 2 diabetes,t2dm,cprd_cref,98723,Type II diabetes mellitus with hypoglycaemic coma
t2dm,type 2 diabetes,t2dm,cprd_cref,9881,Mixed diabetic ulcer - foot
t2dm,type 2 diabetes,t2dm,cprd_cref,9897,Diabetes monitoring admin.
t2dm,type 2 diabetes,t2dm,cprd_cref,9974,Seen in diabetic eye clinic
t2dm,type 2 diabetes,t2dm,hes_apc,E11,Type 2 diabetes mellitus
